ngram,count,unithood,len
thermodynamic,1292,0.006888816594488072,13
input,1292,0.006888816594488072,5
heterotic,1291,0.006883484693099149,9
associated,1290,0.006878152791710226,10
upper bound,808,0.006828297917260251,11
quark-gluon,1279,0.006819501876432077,11
situation,1278,0.006814169975043155,9
fermilab,1273,0.006787510468098541,8
kaon,1272,0.006782178566709618,4
fragmentation,1270,0.006771514763931773,13
concept,1270,0.006771514763931773,7
chemical potential,801,0.0067691418709473535,18
rhic,1269,0.0067661828625428504,4
explanation,1269,0.0067661828625428504,11
evaluation,1268,0.006760850961153928,10
briefly,1263,0.006734191454209315,7
wide range,796,0.006726887552152426,10
emphasis,1261,0.0067235276514314695,8
n=4,1259,0.006712863848653624,3
proposal,1258,0.006707531947264701,8
eigenvalue,1258,0.006707531947264701,10
approximate,1255,0.006691536243097934,11
ads/cft,1254,0.00668620434170901,7
frequency,1250,0.00666487673615332,9
key,1249,0.006659544834764397,3
semileptonic,1248,0.006654212933375475,12
total cross,786,0.0066423789145625715,11
elementary,1245,0.006638217229208707,10
harmonic,1245,0.006638217229208707,8
experimental results,783,0.006617026323285615,20
equilibrium,1241,0.006616889623653016,11
\pi,1238,0.006600893919486248,3
unstable,1237,0.006595562018097326,8
importance,1233,0.0065742344125416345,10
lifetime,1232,0.006568902511152713,8
rare,1230,0.0065582387083748675,4
free energy,776,0.006557870276972717,11
higgs boson,774,0.006540968549454746,11
step,1226,0.006536911102819176,4
correlators,1224,0.006526247300041331,11
singular,1220,0.0065049196944856405,8
broken,1220,0.0065049196944856405,6
minkowski,1219,0.006499587793096718,9
anti-de sitter,768,0.006490263366900833,14
dispersion,1217,0.006488923990318872,10
bps,1214,0.006472928286152105,3
note,1211,0.006456932581985336,4
\phi,1208,0.006440936877818568,4
measure,1204,0.006419609272262878,7
related,1204,0.006419609272262878,7
tree-level,1202,0.0064089454694850325,10
iib,1202,0.0064089454694850325,3
primordial,1201,0.00640361356809611,10
dark energy,757,0.006397303865551993,11
\times,1196,0.006376954061151497,6
excited,1196,0.006376954061151497,7
conservation,1194,0.006366290258373651,12
continuous,1193,0.006360958356984729,10
tau,1192,0.0063556264555958055,3
thermodynamics,1189,0.0063396307514290385,14
typical,1186,0.00632363504726227,7
monopole,1186,0.00632363504726227,8
exponent,1186,0.00632363504726227,8
normal,1184,0.006312971244484425,6
nlo,1183,0.006307639343095502,3
universality,1178,0.006280979836150888,12
isospin,1178,0.006280979836150888,7
ray,1177,0.006275647934761966,3
peak,1176,0.006270316033373043,4
polynomial,1173,0.006254320329206276,10
degenerate,1168,0.006227660822261663,10
hera,1166,0.0062169970194838175,4
center-of-mass,1166,0.0062169970194838175,14
entanglement,1165,0.006211665118094894,12
distinct,1165,0.006211665118094894,8
progress,1163,0.006201001315317049,8
central charge,732,0.006186032271577357,14
essential,1159,0.006179673709761358,9
responsible,1159,0.006179673709761358,11
high energies,731,0.006177581407818371,13
hypothesis,1153,0.006147682301427822,10
separation,1153,0.006147682301427822,10
twisted,1144,0.006099695188927518,7
ultraviolet,1143,0.0060943632875385964,11
higgs mass,721,0.006093072770228517,10
fluid,1141,0.006083699484760751,5
e-,1138,0.0060677037805939825,2
heavy-ion,1137,0.00606237187920506,9
fusion,1135,0.006051708076427215,6
helicity,1135,0.006051708076427215,8
ghost,1134,0.006046376175038292,5
charged,1131,0.006030380470871524,7
cosmic microwave background,565,0.006025048569482601,27
\sigma,1130,0.006025048569482601,6
kaluza-klein,1128,0.0060143847667047555,12
inclusion,1126,0.00600372096392691,9
astrophysical,1125,0.0059983890625379885,13
higgs bosons,709,0.005991662405120691,12
underlying,1123,0.005987725259760143,10
homogeneous,1122,0.00598239335837122,11
axion,1122,0.00598239335837122,5
chain,1121,0.005977061456982297,5
only,1121,0.005977061456982297,4
comparable,1121,0.005977061456982297,10
lead,1120,0.0059717295555933745,4
propagation,1119,0.005966397654204452,11
much,1118,0.005961065752815529,4
position,1116,0.005950401950037684,8
accurate,1115,0.0059450700486487615,8
n =,703,0.0059409572225667786,3
important role,703,0.0059409572225667786,14
maximum,1113,0.005934406245870916,7
proof,1113,0.005934406245870916,5
green,1109,0.005913078640315226,5
electrodynamics,1108,0.005907746738926303,15
compactifications,1107,0.0059024148375373805,17
sl,1106,0.005897082936148458,2
mixed,1103,0.005881087231981689,5
fermi,1103,0.005881087231981689,5
present results,695,0.005873350312494894,15
laboratory,1100,0.005865091527814922,10
influence,1100,0.005865091527814922,9
proper,1098,0.005854427725037077,6
primary,1097,0.0058490958236481535,7
amount,1096,0.005843763922259231,6
nonzero,1095,0.005838432020870308,7
uv,1094,0.005833100119481386,2
heterotic string,690,0.0058310959936999675,16
transport,1093,0.005827768218092463,9
pi,1092,0.00582243631670354,2
j/\psi,1091,0.005817104415314618,6
chiral symmetry breaking,545,0.005811772513925695,24
trajectory,1089,0.005806440612536772,10
magnetic fields,686,0.005797292538664026,15
spacetimes,1087,0.0057957768097589265,10
conclusion,1087,0.0057957768097589265,10
matrix elements,685,0.00578884167490504,15
common,1082,0.005769117302814314,6
quenched,1080,0.005758453500036468,8
curve,1080,0.005758453500036468,5
validity,1079,0.005753121598647546,8
analogous,1078,0.005747789697258623,9
non,1077,0.005742457795869701,3
q^2,1076,0.005737125894480778,3
heavy quarks,678,0.005729685628592142,12
initial conditions,676,0.005712783901074171,18
interference,1071,0.005710466387536165,12
random,1069,0.005699802584758319,6
null,1068,0.005694470683369397,4
differential cross sections,533,0.0056838068805915515,27
dimensional reduction,672,0.005678980446038229,21
coherent,1062,0.00566247927503586,8
\sim,1062,0.00566247927503586,4
splitting,1060,0.005651815472258015,9
chromodynamics,1058,0.00564115166948017,14
non-relativistic,1057,0.005635819768091247,16
cut,1057,0.005635819768091247,3
talk,1056,0.0056304878667023245,4
cutoff,1053,0.005614492162535557,6
calabi-yau,1053,0.005614492162535557,10
integration,1051,0.005603828359757711,11
stat,1050,0.00559849645836879,4
critical point,661,0.005586020944689389,14
spinor,1047,0.005582500754202021,6
superstring,1046,0.005577168852813098,11
author,1044,0.005566505050035253,6
light-cone,1043,0.0055611731486463305,10
induced,1040,0.005545177444479563,7
double beta decay,520,0.005545177444479563,17
atmospheric,1036,0.005523849838923872,11
viable,1036,0.005523849838923872,6
instantons,1035,0.005518517937534949,10
bottom,1035,0.005518517937534949,6
twist,1035,0.005518517937534949,5
reasonable,1034,0.005513186036146027,10
geometrical,1033,0.0055078541347571034,11
^2,1031,0.005497190331979258,2
e+,1031,0.005497190331979258,2
previous work,650,0.005493061443340549,13
gut,1028,0.00548119462781249,3
\pm,1027,0.005475862726423568,3
hybrid,1026,0.005470530825034645,6
relationship,1025,0.005465198923645722,12
sufficient,1024,0.0054598670222568,10
electromagnetic field,646,0.005459257988304607,21
significance,1022,0.005449203219478955,12
imaginary,1021,0.005443871318090032,9
exponential,1020,0.005438539416701109,11
expected,1017,0.005422543712534342,8
identical,1017,0.005422543712534342,9
\nu,1015,0.005411879909756496,3
square,1011,0.005390552304200806,6
ensemble,1011,0.005390552304200806,8
hot,1005,0.005358560895867269,3
cancellation,1005,0.005358560895867269,12
e^+e^-,1005,0.005358560895867269,6
critical temperature,631,0.005332495031919825,20
resummation,999,0.005326569487533734,11
elastic scattering,629,0.005315593304401854,18
last,996,0.005310573783366965,4
map,994,0.00529990998058912,3
setup,993,0.005294578079200197,5
forward,993,0.005294578079200197,7
high temperature,626,0.0052902407131248975,16
on-shell,991,0.005283914276422352,8
m_,991,0.005283914276422352,2
well-known,991,0.005283914276422352,10
electroweak symmetry,624,0.005273338985606927,20
condensation,988,0.005267918572255585,12
loss,985,0.005251922868088816,4
theoretical predictions,621,0.005247986394329971,23
projection,983,0.005241259065310971,10
dense,982,0.005235927163922048,5
gravitational waves,619,0.005231084666812,19
brief,980,0.005225263361144203,5
lhcb,977,0.005209267656977434,4
abundance,976,0.005203935755588513,9
\tau,975,0.005198603854199589,4
side,974,0.005193271952810667,4
relic density,614,0.005188830348017072,13
perspective,973,0.005187940051421744,11
infinity,973,0.005187940051421744,8
radial,971,0.005177276248643899,6
prescription,969,0.005166612445866053,12
purpose,968,0.005161280544477131,7
appearance,967,0.005155948643088208,10
stringent,967,0.005155948643088208,9
stage,966,0.0051506167416992855,5
resonant,965,0.005145284840310363,8
model-independent,963,0.0051346210375325186,17
discrepancy,963,0.0051346210375325186,11
cosmic microwave,607,0.0051296743017041745,16
irreducible,962,0.005129289136143595,11
orbifold,962,0.005129289136143595,8
multiplets,962,0.005129289136143595,10
br,961,0.0051239572347546725,2
\rightarrow,961,0.0051239572347546725,11
rotation,961,0.0051239572347546725,8
syst,960,0.00511862533336575,4
landau,956,0.005097297727810059,6
weyl,955,0.005091965826421137,4
place,955,0.005091965826421137,5
modular,954,0.005086633925032214,7
weakly,954,0.005086633925032214,6
clear,948,0.005054642516698678,5
planar,948,0.005054642516698678,6
classification,945,0.00503864681253191,14
elliptic,945,0.00503864681253191,8
electric charge,595,0.005028263936596348,15
vortex,943,0.0050279830097540645,6
run,943,0.0050279830097540645,3
off-shell,942,0.005022651108365142,9
ev,942,0.005022651108365142,2
odd,941,0.005017319206976219,3
seesaw,940,0.005011987305587297,6
inflaton,935,0.004985327798642684,8
cold,933,0.004974663995864838,4
accessible,932,0.004969332094475916,10
sense,932,0.004969332094475916,5
large number,588,0.004969107890283451,12
super yang-mills,587,0.004960657026524465,16
smooth,930,0.0049586682916980705,6
reach,929,0.004953336390309147,5
total cross section,464,0.004948004488920225,19
identification,927,0.004942672587531302,14
double beta,584,0.004935304435247509,11
solar neutrino,584,0.004935304435247509,14
liquid,925,0.0049320087847534565,6
semiclassical,920,0.0049053492778088435,13
nonrelativistic,920,0.0049053492778088435,15
first-order,919,0.004900017376419921,11
accelerator,919,0.004900017376419921,11
implementation,918,0.004894685475030998,14
quantum field theories,459,0.004894685475030998,22
linear collider,579,0.0048930501164525814,15
unit,916,0.004884021672253153,4
gaussian,916,0.004884021672253153,8
anisotropic,914,0.004873357869475308,11
neutralino,913,0.004868025968086384,10
same time,575,0.0048592466614166396,9
initial state,574,0.004850795797657654,13
performance,907,0.004836034559752849,11
above,905,0.004825370756975003,5
whole,904,0.004820038855586081,5
supersymmetric models,570,0.004816992342621712,21
supersymmetric gauge,570,0.004816992342621712,20
cluster,902,0.0048093750528082355,7
near,902,0.0048093750528082355,4
intrinsic,901,0.004804043151419314,9
nn,900,0.00479871125003039,2
monopoles,899,0.0047933793486414685,9
knowledge,899,0.0047933793486414685,9
superspace,897,0.004782715545863622,10
oscillator,895,0.004772051743085777,10
pb,895,0.004772051743085777,2
brst,894,0.0047667198416968546,4
iii,894,0.0047667198416968546,3
preliminary results,564,0.004766287160067799,19
indirect,893,0.004761387940307932,8
notion,893,0.004761387940307932,6
supersymmetric yang-mills,563,0.004757836296308814,25
trace,891,0.004750724137530087,5
extraction,890,0.004745392236141164,10
decomposition,890,0.004745392236141164,13
close,890,0.004745392236141164,5
ring,888,0.004734728433363318,4
narrow,888,0.004734728433363318,6
lower bound,560,0.0047324837050318576,11
regular,884,0.0047134008278076275,7
reconstruction,884,0.0047134008278076275,14
\alpha,883,0.004708068926418706,6
ckm,883,0.004708068926418706,3
interval,880,0.004692073222251937,8
large class,555,0.00469022938623693,11
abelian gauge,555,0.00469022938623693,13
five-dimensional,878,0.004681409419474092,16
delta,878,0.004681409419474092,5
\eta,877,0.004676077518085169,4
cross-sections,877,0.004676077518085169,14
observational,876,0.004670745616696247,13
superpotential,876,0.004670745616696247,14
fixed point,552,0.004664876794959974,11
excellent,874,0.004660081813918401,9
true,873,0.004654749912529479,4
profile,872,0.004649418011140556,7
al,872,0.004649418011140556,2
pp collisions,550,0.004647975067442003,13
photoproduction,870,0.004638754208362711,15
belle,870,0.004638754208362711,5
degeneracy,869,0.004633422306973788,10
spherical,869,0.004633422306973788,9
previous results,548,0.004631073339924032,16
two-point,868,0.004628090405584866,9
core,867,0.004622758504195943,4
centre-of-mass,866,0.0046174266028070204,14
comment,865,0.004612094701418097,7
low energies,544,0.00459726988488809,12
anisotropy,862,0.00459609899725133,10
quartic,861,0.0045907670958624065,7
finding,859,0.004580103293084561,7
cone,858,0.0045747713916956395,4
exact solutions,541,0.004571917293611134,15
non-abelian gauge,539,0.004555015566093163,17
need,852,0.004542779983362103,4
ir,852,0.004542779983362103,2
new results,537,0.004538113838575192,11
transverse momentum,537,0.004538113838575192,19
charmonium,851,0.00453744808197318,10
time-dependent,850,0.004532116180584258,14
criterion,850,0.004532116180584258,9
two-body,850,0.004532116180584258,8
pressure,849,0.004526784279195334,8
casimir,848,0.0045214523778064125,7
scalar field theory,424,0.0045214523778064125,19
energy-momentum,847,0.004516120476417489,15
letter,844,0.004500124772250722,6
differential cross section,422,0.004500124772250722,26
former,842,0.004489460969472877,6
ingredient,842,0.004489460969472877,10
gev/c,841,0.004484129068083954,5
squark,839,0.004473465265306109,6
correspond,839,0.004473465265306109,10
torus,837,0.004462801462528264,5
microscopic,837,0.004462801462528264,11
yukawa couplings,528,0.004462056064744323,16
difficult,833,0.004441473856972572,9
weight,833,0.004441473856972572,6
measured,832,0.00443614195558365,8
branch,832,0.00443614195558365,6
creation,832,0.00443614195558365,8
e^-,832,0.00443614195558365,3
sphere,830,0.0044254781528058045,6
kernel,828,0.004414814350027959,6
subject,828,0.004414814350027959,7
differential equations,522,0.00441135088219041,22
defect,827,0.004409482448639037,6
vanishes,825,0.0043988186458611914,8
m-theory,825,0.0043988186458611914,8
known,823,0.004388154843083346,5
bundle,822,0.004382822941694423,6
subgroup,820,0.0043721591389165775,8
\beta,818,0.004361495336138732,5
strange quark,516,0.004360645699636497,13
parallel,817,0.00435616343474981,8
strategy,817,0.00435616343474981,8
qcd sum rules,408,0.004350831533360887,13
effective lagrangian,514,0.004343743972118526,20
qualitative,814,0.004340167730583042,11
multiplet,814,0.004340167730583042,9
overall,814,0.004340167730583042,7
successful,812,0.004329503927805197,10
combined,812,0.004329503927805197,8
regge,811,0.004324172026416274,5
cp-violating,808,0.004308176322249506,12
\sqrt,807,0.0043028444208605835,5
selection,806,0.004297512519471661,9
efficient,806,0.004297512519471661,9
overview,806,0.004297512519471661,8
anti-de,804,0.004286848716693816,7
dm,804,0.004286848716693816,2
electric field,507,0.004284587925805628,14
nuclear matter,505,0.004267686198287657,14
azimuthal,800,0.004265521111138125,9
phi,799,0.004260189209749202,3
scalar potential,504,0.004259235334528672,16
weak coupling,503,0.004250784470769686,13
logarithm,797,0.0042495254069713564,9
stochastic,796,0.004244193505582435,10
attractive,796,0.004244193505582435,10
anomalous dimension,502,0.004242333607010701,19
quark-antiquark,795,0.004238861604193511,15
